"绊蜡锅龋",过沥悼内靛,过沥悼疙,漂荐瘤备盒内靛,漂荐瘤备盒疙,瘤锅,扒绵拱措厘绊蜡锅龋,扁霖斥档,扁霖岿,悼内靛,悼疙,配瘤措厘搁利,魂沥措瘤搁利,扒拱傈眉楷搁利,扒拱魂沥楷搁利,林琶啊拜,钎霖瘤咯何,单捞磐扁霖老磊
4571033030107080000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0708-0006,4570000000000000000,2019,01,1,1悼,465,465,140.05,140.05,61000000,N,2019-10-10
4571033030107100000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0710-0001,4570000000000000000,2019,01,1,1悼,1527,200,80,80,16300000,N,2019-10-10
4571033030107370000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0737-0001,4570000000000000000,2019,01,1,1悼,3037,3037,117,117,99500000,N,2019-10-10
4571033030107370000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0737-0001,4570000000000000000,2019,01,2,2悼,3037,3037,360.27,0,0,N,2019-10-10
4571033030107370000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0737-0001,4570000000000000000,2019,01,3,3悼,3037,3037,122.04,0,0,N,2019-10-10
4571033030107480000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0748-0003,4570000000000000000,2019,01,1,1悼,1045,865,98.52,98.52,127000000,N,2019-10-10
4571033030107490000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0749-0001,4570000000000000000,2019,01,1,1悼,476,476,88.98,88.98,71000000,N,2019-10-10
4571033030107500000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0750-0001,4570000000000000000,2019,01,1,1悼,794,794,139.52,139.52,86700000,N,2019-10-10
4571033030107500000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0750-0003,4570000000000000000,2019,01,1,1悼,1239,246,98.4,98.4,37400000,N,2019-10-10
4571033030107520000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0752-0001,4570000000000000000,2019,01,1,1悼,503,503,201.54,201.54,83200000,N,2019-10-10
4571033030107540000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0754-0001,4570000000000000000,2019,01,1,1悼,995,995,138.7,138.7,29400000,N,2019-10-10
4571033030107540000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0754-0001,4570000000000000000,2019,01,2,2悼,995,995,250.78,0,0,N,2019-10-10
4571033030107560000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0756-0000,4570000000000000000,2019,01,1,1悼,152,152,84.3,84.3,15400000,N,2019-10-10
4571033030107570000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0757-0000,4570000000000000000,2019,01,1,1悼,512,512,199.38,99.38,31900000,N,2019-10-10
4571033030107590000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,1,老馆,0759-0001,4570000000000000000,2019,01,1,1悼,1065,1065,188.4,188.4,69300000,N,2019-10-10
4571033030200280000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,2,魂,0028-0001,4570000000000000000,2019,01,1,1悼,31041,223.84,64.26,64.26,14700000,N,2019-10-10
4571033030200370000,4571033030,傈扼合档 肯林焙 捞辑搁 巢拌府,2,魂,0037-0010,4570000000000000000,2019,01,1,1悼,24291,269.2,279.32,279.32,22000000,N,2019-10-10
4571033031100010000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0001-0045,4570000000000000000,2019,01,1,1悼,655,655,123.5,123.5,74400000,N,2019-10-10
4571033031100020000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0002-0010,4570000000000000000,2019,01,1,1悼,4759,900,172.19,172.19,65500000,N,2019-10-10
4571033031100090000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0009-0004,4570000000000000000,2019,01,1,1悼,641,641,190.23,190.23,83500000,N,2019-10-10
4571033031100100000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0010-0002,4570000000000000000,2019,01,1,1悼,228,228,103.78,103.78,20400000,N,2019-10-10
4571033031100100000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0010-0003,4570000000000000000,2019,01,1,1悼,139,139,55.33,55.33,12200000,N,2019-10-10
4571033031100100000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0010-0004,4570000000000000000,2019,01,1,1悼,1137,533,106.69,106.69,41300000,N,2019-10-10
4571033031100290000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0029-0011,4570000000000000000,2019,01,2,2悼,1516,1516,263.58,85.2,77400000,N,2019-10-10
4571033031100570000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0057-0005,4570000000000000000,2019,01,1,1悼,855,855,90.36,90.36,115000000,N,2019-10-10
4571033031100800000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0080-0001,4570000000000000000,2019,01,1,1悼,484,484,136.47,136.47,41500000,N,2019-10-10
4571033031100800000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0080-0004,4570000000000000000,2019,01,1,1悼,299,299,154.44,154.44,44100000,N,2019-10-10
4571033031100810000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0081-0000,4570000000000000000,2019,01,1,1悼,132,132,75.41,75.41,12700000,N,2019-10-10
4571033031100810000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0081-0001,4570000000000000000,2019,01,1,1悼,144,144,87.63,87.63,13700000,N,2019-10-10
4571033031100810000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0081-0008,4570000000000000000,2019,01,1,1悼,283,283,83.1,83.1,24300000,N,2019-10-10
4571033031100820000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0082-0001,4570000000000000000,2019,01,1,1悼,162,162,84.3,84.3,16200000,N,2019-10-10
4571033031100840000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0084-0001,4570000000000000000,2019,01,1,1悼,364,364,82.92,82.92,29600000,N,2019-10-10
4571033031100850000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0085-0001,4570000000000000000,2019,01,1,1悼,496,496,54.17,54.17,37100000,N,2019-10-10
4571033031100860000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0086-0000,4570000000000000000,2019,01,1,1悼,445,445,51.75,51.75,36000000,N,2019-10-10
4571033031100860000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0086-0007,4570000000000000000,2019,01,1,1悼,466,466,68.1,68.1,38300000,N,2019-10-10
4571033031100870000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0087-0000,4570000000000000000,2019,01,1,1悼,545,545,105.7,105.7,45400000,N,2019-10-10
4571033031100880000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0088-0001,4570000000000000000,2019,01,1,1悼,509,509,145.62,145.62,50900000,N,2019-10-10
4571033031100890000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0089-0000,4570000000000000000,2019,01,1,1悼,757,757,115.2,115.2,61900000,N,2019-10-10
4571033031100900000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0090-0001,4570000000000000000,2019,01,1,1悼,281,281,82.3,82.3,24100000,N,2019-10-10
4571033031100910000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0091-0001,4570000000000000000,2019,01,1,1悼,476,476,194.43,194.43,44100000,N,2019-10-10
4571033031100920000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0092-0001,4570000000000000000,2019,01,1,1悼,334,334,120.29,120.29,31200000,N,2019-10-10
4571033031100970000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0097-0000,4570000000000000000,2019,01,1,1悼,344,344,125.3,125.3,29800000,N,2019-10-10
4571033031100980000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0098-0005,4570000000000000000,2019,01,1,1悼,377,377,113.42,113.42,34700000,N,2019-10-10
4571033031100980000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0098-0017,4570000000000000000,2019,01,1,1悼,259,259,83.22,83.22,24100000,N,2019-10-10
4571033031101000000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0100-0000,4570000000000000000,2019,01,1,1悼,327,327,83.94,83.94,64400000,N,2019-10-10
4571033031101010000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0101-0000,4570000000000000000,2019,01,1,1悼,657,657,80.49,80.49,57300000,N,2019-10-10
4571033031101030000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0103-0000,4570000000000000000,2019,01,1,1悼,450,450,79.05,79.05,36900000,N,2019-10-10
4571033031101040000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0104-0000,4570000000000000000,2019,01,1,1悼,499,499,98.82,98.82,107000000,N,2019-10-10
4571033031101040000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0104-0003,4570000000000000000,2019,01,1,1悼,320,320,98.93,98.93,27900000,N,2019-10-10
4571033031101070000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0107-0000,4570000000000000000,2019,01,1,1悼,649,649,70.76,70.76,73100000,N,2019-10-10
4571033031101090000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0109-0001,4570000000000000000,2019,01,1,1悼,305,305,91.95,91.95,26200000,N,2019-10-10
4571033031101090000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0109-0002,4570000000000000000,2019,01,1,1悼,259,259,88.86,88.86,41800000,N,2019-10-10
4571033031101170000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0117-0000,4570000000000000000,2019,01,1,1悼,542,542,98.46,98.46,89600000,N,2019-10-10
4571033031101370000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0137-0002,4570000000000000000,2019,01,1,1悼,688,688,118.84,118.84,55300000,N,2019-10-10
4571033031101370000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0137-0004,4570000000000000000,2019,01,1,1悼,298,298,58.35,58.35,22400000,N,2019-10-10
4571033031101370000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0137-0007,4570000000000000000,2019,01,1,1悼,1003,1003,112.75,112.75,78900000,N,2019-10-10
4571033031101370000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0137-0014,4570000000000000000,2019,01,1,1悼,313,313,76.39,76.39,25900000,N,2019-10-10
4571033031101380000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0138-0003,4570000000000000000,2019,01,1,1悼,536,536,106.74,106.74,43500000,N,2019-10-10
4571033031101430000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0143-0001,4570000000000000000,2019,01,1,1悼,1624,1624,218.95,218.95,156000000,N,2019-10-10
4571033031101440000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0144-0001,4570000000000000000,2019,01,1,1悼,572,572,96.03,96.03,105000000,N,2019-10-10
4571033031101440000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0144-0004,4570000000000000000,2019,01,1,1悼,379,379,77.37,77.37,26300000,N,2019-10-10
4571033031101480000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0148-0003,4570000000000000000,2019,01,1,1悼,572,572,112.61,112.61,44200000,N,2019-10-10
4571033031101480000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0148-0005,4570000000000000000,2019,01,1,1悼,719,719,97.44,97.44,98900000,N,2019-10-10
4571033031101480000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0148-0006,4570000000000000000,2019,01,1,1悼,473,473,106.1,106.1,42300000,N,2019-10-10
4571033031101480000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0148-0007,4570000000000000000,2019,01,1,1悼,183,183,54,54,17500000,N,2019-10-10
4571033031101490000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0149-0005,4570000000000000000,2019,01,1,1悼,579,579,98.55,98.55,85700000,N,2019-10-10
4571033031101520000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0152-0000,4570000000000000000,2019,01,1,1悼,1207,1207,146.22,146.22,132000000,N,2019-10-10
4571033031101540000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0154-0001,4570000000000000000,2019,01,1,1悼,1137,1137,173.23,173.23,90100000,N,2019-10-10
4571033031101580000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0158-0000,4570000000000000000,2019,01,1,1悼,529,529,173.77,173.77,66500000,N,2019-10-10
4571033031101590000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0159-0001,4570000000000000000,2019,01,1,1悼,555,555,159.76,159.76,45600000,N,2019-10-10
4571033031101610000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0161-0001,4570000000000000000,2019,01,1,1悼,423,423,113.57,113.57,80800000,N,2019-10-10
4571033031101620000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0162-0001,4570000000000000000,2019,01,1,1悼,347,347,79.85,79.85,31600000,N,2019-10-10
4571033031101850000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0185-0004,4570000000000000000,2019,01,1,1悼,427,427,51.75,51.75,30200000,N,2019-10-10
4571033031101850000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0185-0006,4570000000000000000,2019,01,1,1悼,619,619,216.86,216.86,84900000,N,2019-10-10
4571033031101850000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0185-0007,4570000000000000000,2019,01,1,1悼,496,496,80.72,80.72,36600000,N,2019-10-10
4571033031102330000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0233-0000,4570000000000000000,2019,01,1,1悼,388,388,204.96,204.96,64700000,N,2019-10-10
4571033031103050000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0305-0001,4570000000000000000,2019,01,1,1悼,436,436,84.33,84.33,96200000,N,2019-10-10
4571033031103100000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0310-0002,4570000000000000000,2019,01,1,1悼,139,139,74,74,33100000,N,2019-10-10
4571033031103100000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0310-0003,4570000000000000000,2019,01,1,1悼,198,198,134.79,134.79,53200000,N,2019-10-10
4571033031103150000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0315-0000,4570000000000000000,2019,01,1,1悼,307,307,100.79,100.79,52500000,N,2019-10-10
4571033031103170000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0317-0000,4570000000000000000,2019,01,1,1悼,568,568,196.99,196.99,85700000,N,2019-10-10
4571033031103190000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0319-0001,4570000000000000000,2019,01,1,1悼,354,354,63.94,30.34,11700000,N,2019-10-10
4571033031103200000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0320-0000,4570000000000000000,2019,01,1,1悼,344,344,63.18,63.18,28200000,N,2019-10-10
4571033031103210000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0321-0000,4570000000000000000,2019,01,1,1悼,598,598,197.1,197.1,112000000,N,2019-10-10
4571033031103220000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0322-0000,4570000000000000000,2019,01,1,1悼,334,334,80.34,80.34,33900000,N,2019-10-10
4571033031103230000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0323-0001,4570000000000000000,2019,01,1,1悼,951,951,141.34,141.34,42700000,N,2019-10-10
4571033031103230000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0323-0001,4570000000000000000,2019,01,2,2悼,951,951,126,0,0,N,2019-10-10
4571033031103230000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0323-0003,4570000000000000000,2019,01,1,1悼,831,831,101.87,101.87,64600000,N,2019-10-10
4571033031103240000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0324-0000,4570000000000000000,2019,01,1,1悼,288,288,131.37,131.37,37100000,N,2019-10-10
4571033031103280000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0328-0000,4570000000000000000,2019,01,1,1悼,271,271,151.17,151.17,29100000,N,2019-10-10
4571033031103290000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0329-0000,4570000000000000000,2019,01,1,1悼,264,264,100.94,100.94,23900000,N,2019-10-10
4571033031103300000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0330-0000,4570000000000000000,2019,01,1,1悼,1312,1312,99.68,99.68,114000000,N,2019-10-10
4571033031103300000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0330-0003,4570000000000000000,2019,01,1,1悼,496,496,86.91,86.91,34400000,N,2019-10-10
4571033031103300000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0330-0005,4570000000000000000,2019,01,1,1悼,503,503,145.44,145.44,158000000,N,2019-10-10
4571033031103310000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0331-0000,4570000000000000000,2019,01,1,1悼,826,826,165.03,165.03,70500000,N,2019-10-10
4571033031103320000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0332-0000,4570000000000000000,2019,01,1,1悼,618,618,150.44,150.44,53100000,N,2019-10-10
4571033031103330000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0333-0000,4570000000000000000,2019,01,1,1悼,754,754,109.56,109.56,53200000,N,2019-10-10
4571033031103360000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0336-0000,4570000000000000000,2019,01,1,1悼,896,896,209.96,209.96,70000000,N,2019-10-10
4571033031103370000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0337-0001,4570000000000000000,2019,01,1,1悼,515,515,109.09,109.09,43500000,N,2019-10-10
4571033031103370000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0337-0004,4570000000000000000,2019,01,1,1悼,488,488,131.17,131.17,65700000,N,2019-10-10
4571033031103370000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0337-0005,4570000000000000000,2019,01,1,1悼,374,374,62.2,62.2,28100000,N,2019-10-10
4571033031103410000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0341-0000,4570000000000000000,2019,01,1,1悼,258,258,95.16,95.16,39900000,N,2019-10-10
4571033031103450000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0345-0001,4570000000000000000,2019,01,1,1悼,327,327,119.04,119.04,30000000,N,2019-10-10
4571033031103470000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0347-0000,4570000000000000000,2019,01,1,1悼,132,132,76.52,76.52,13800000,N,2019-10-10
4571033031103480000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0348-0000,4570000000000000000,2019,01,1,1悼,221,221,109.71,109.71,25800000,N,2019-10-10
4571033031103490000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0349-0000,4570000000000000000,2019,01,1,1悼,384,384,120.95,120.95,124000000,N,2019-10-10
4571033031103530000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0353-0001,4570000000000000000,2019,01,1,1悼,192,192,71.38,71.38,16700000,N,2019-10-10
4571033031103620000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0362-0000,4570000000000000000,2019,01,1,1悼,585,585,266.6,266.6,49800000,N,2019-10-10
4571033031103770000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0377-0016,4570000000000000000,2019,01,1,1悼,453,453,172.12,172.12,181000000,N,2019-10-10
4571033031103780000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0378-0010,4570000000000000000,2019,01,1,1悼,1272,1272,87.05,87.05,114000000,N,2019-10-10
4571033031103780000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0378-0013,4570000000000000000,2019,01,1,1悼,14448,1192.4,66.68,66.68,26700000,N,2019-10-10
4571033031103780000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0378-0013,4570000000000000000,2019,01,2,2悼,14448,1192.4,171.8,0,0,N,2019-10-10
4571033031103780000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0378-0020,4570000000000000000,2019,01,1,1悼,2119,2119,477.14,196.38,145000000,N,2019-10-10
4571033031103780000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0378-0037,4570000000000000000,2019,01,1,1悼,464,464,175.28,175.28,172000000,N,2019-10-10
4571033031103800000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0380-0003,4570000000000000000,2019,01,1,1悼,900,900,34.71,34.71,83400000,N,2019-10-10
4571033031103800000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0380-0007,4570000000000000000,2019,01,1,1悼,449,449,99.81,99.81,125000000,N,2019-10-10
4571033031103860000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0386-0002,4570000000000000000,2019,01,1,1悼,590,590,76.8,76.8,53200000,N,2019-10-10
4571033031103980000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0398-0001,4570000000000000000,2019,01,1,1悼,208,208,36.7,36.7,27900000,N,2019-10-10
4571033031103990000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0399-0001,4570000000000000000,2019,01,1,1悼,572,572,105.32,105.32,46400000,N,2019-10-10
4571033031104030000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0403-0001,4570000000000000000,2019,01,1,1悼,674,674,197.05,197.05,70600000,N,2019-10-10
4571033031104040000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0404-0003,4570000000000000000,2019,01,1,1悼,417,417,69.9,69.9,28600000,N,2019-10-10
4571033031104070000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0407-0001,4570000000000000000,2019,01,1,1悼,294,294,117.65,117.65,28000000,N,2019-10-10
4571033031104080000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0408-0008,4570000000000000000,2019,01,1,1悼,399,399,63.29,63.29,35400000,N,2019-10-10
4571033031104090000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0409-0000,4570000000000000000,2019,01,1,1悼,399,399,93.05,93.05,27400000,N,2019-10-10
4571033031104120000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0412-0000,4570000000000000000,2019,01,1,1悼,777,777,68.89,68.89,17500000,N,2019-10-10
4571033031104120000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0412-0000,4570000000000000000,2019,01,2,2悼,777,777,76.61,76.61,15600000,N,2019-10-10
4571033031104120000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0412-0000,4570000000000000000,2019,01,3,3悼,777,777,149.65,149.65,33200000,N,2019-10-10
4571033031104120000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0412-0001,4570000000000000000,2019,01,1,1悼,496,496,104.86,104.86,53500000,N,2019-10-10
4571033031104120000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0412-0002,4570000000000000000,2019,01,1,1悼,298,298,125.4,125.4,28300000,N,2019-10-10
4571033031104230000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0423-0001,4570000000000000000,2019,01,1,1悼,251,251,92.55,92.55,22300000,N,2019-10-10
4571033031104240000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0424-0000,4570000000000000000,2019,01,1,1悼,433,433,382.06,157.72,35400000,N,2019-10-10
4571033031104250000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0425-0001,4570000000000000000,2019,01,1,1悼,537,537,99.85,99.85,91700000,N,2019-10-10
4571033031104300000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0430-0003,4570000000000000000,2019,01,1,1悼,637,637,163.17,163.17,116000000,N,2019-10-10
4571033031104590000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0459-0000,4570000000000000000,2019,01,1,1悼,443,443,124.55,124.55,57800000,N,2019-10-10
4571033031104590000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0459-0020,4570000000000000000,2019,01,1,1悼,523,523,130.21,130.21,54400000,N,2019-10-10
4571033031104600000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0460-0001,4570000000000000000,2019,01,1,1悼,464,464,104.86,104.86,49600000,N,2019-10-10
4571033031104610000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0461-0008,4570000000000000000,2019,01,1,1悼,367,367,101.11,101.11,30800000,N,2019-10-10
4571033031104610000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0461-0009,4570000000000000000,2019,01,1,1悼,443,443,104.46,104.46,31000000,N,2019-10-10
4571033031104610000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0461-0032,4570000000000000000,2019,01,1,1悼,715,715,84.24,84.24,72900000,N,2019-10-10
4571033031104610000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0461-0033,4570000000000000000,2019,01,1,1悼,458,458,78.11,78.11,30800000,N,2019-10-10
4571033031104610000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0461-0034,4570000000000000000,2019,01,1,1悼,348,348,121.74,121.74,44900000,N,2019-10-10
4571033031104620000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0462-0001,4570000000000000000,2019,01,1,1悼,290,290,181.96,181.96,50700000,N,2019-10-10
4571033031104620000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0462-0002,4570000000000000000,2019,01,1,1悼,454,454,227.86,227.86,74700000,N,2019-10-10
4571033031104650000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0465-0002,4570000000000000000,2019,01,1,1悼,228,228,95.76,95.76,19100000,N,2019-10-10
4571033031104650000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0465-0006,4570000000000000000,2019,01,1,1悼,436,436,169.62,169.62,34600000,N,2019-10-10
4571033031105070000,4571033031,傈扼合档 肯林焙 捞辑搁 馆背府,1,老馆,0507-0019,4570000000000000000,2019,01,1,1悼,398,398,131.8,131.8,52300000,N,2019-10-10
